course-code,learning-outcomes-id,learning-outcomes
ANTH8056,2,understand the likely social and economic impacts of humanitarian policies and practices in their work; and
ANTH8056,3,reflect critically on their own experiences and understanding of humanitarian interventions in the light of the concepts and methods introduced in this course.
ANTH8059,1,discuss and critically evaluate the history and significance of ethnography within anthropological research methods;
ANTH8059,2,identify and formulate original anthropological questions as the basis for a range of fieldwork scenarios;
ANTH8059,3,draw upon and apply a broad array of anthropological research methods to an independent ethnographic project; and
ANTH8059,4,evaluate research design and develop advanced skills in communicating ethnographic findings to diverse audiences.
ANTH8060,1,demonstrate a critical appreciation of major gender issues in environmental and resource management in a development context;
ANTH8060,2,"analyse and formulate environmental management projects from a gender perspective, and appraise such a project or policy in terms of its likely gender impacts; and"
ANTH8060,3,apply the concepts and approaches used by scholars and practitioners in linking gender and environmental issues in developmental contexts;
ANTH8060,4,reflect critically on and discuss own learning as it relates to the concepts and methods introduced in the course.
ANTH8070,1,identify and research a particular topic or strand of argument in anthropological literature;
ANTH8070,2,create basic themes and structures to formulate research questions;
ANTH8070,3,"explain the notion of `ethnography’ in the anthropological tradition, and some of its conventions, as well as changes in it; and"
ANTH8070,4,examine the relationship between the conceptual background and the ethnographic research material in ethnographies studied. 
ANTH8101,0,nil
ANTH8106,1,Identify different concepts of violence and apply this knowledge to understand case studies from the region
ANTH8106,2,"Identify and reflect on key concepts that link gender and violence, such as gender violence, and relate these to development issues and practices."
ANTH8106,3,Reflect on and communicate ways that development may shape or contribute to violence as well as how different actors are trying to change violence
ANTH8106,4,"Demonstrate advanced skills in critical reading, thinking, writing, discussion and public presentation."
ANTH8107,1,Demonstrate and explain the role and significance of Multilateral Development Banks as global development institutions.
ANTH8107,2,"Examine and critically analyse, in a practical and ethnographic way, Multilateral Development Banks and their influence in developing country contexts."
ANTH8107,3,Contribute to public debate about the potential future role of Multilateral Development Banks for human development and sustainability this century.
ANTH9101,1,"develop a firm grounding in advanced anthropological theory and method, particularly in the application of theory to ethnographic representation;"
ANTH9101,2,"critically analyse, reflect and closely examine their own ethnographic projects with respect to the central theoretical issues and debates in contemporary anthropology;"
ANTH9101,3,develop the ability to critically engage in meaningful discussions about the strengths and problems of ethnographic representations; and
ANTH9101,4,further develop the ability to present their work from reading and research orally to peers in a seminar format.
ANTH9103,1,demonstrate a firm grounding in advanced development studies theory and method related to their topic;
